example_id                                              | status | run_time        |
./spec/models/property_spec.rb[1:14:4]                  | passed | 0.75876 seconds |
./spec/models/property_spec.rb[1:14:5]                  | passed | 1.07 seconds    |
./spec/models/property_spec.rb[1:14:6]                  | passed | 1.31 seconds    |
./spec/models/property_spec.rb[1:15:1]                  | passed | 1.03 seconds    |
./spec/models/property_spec.rb[1:15:2]                  | passed | 0.89513 seconds |
./spec/models/property_spec.rb[1:15:3]                  | passed | 0.84651 seconds |
./spec/models/property_spec.rb[1:16:1]                  | passed | 0.41718 seconds |
./spec/models/property_spec.rb[1:16:2]                  | passed | 0.57038 seconds |
./spec/models/property_spec.rb[1:16:3]                  | passed | 0.51299 seconds |
./spec/models/property_spec.rb[1:17:1:1]                | passed | 1 second        |
./spec/models/property_spec.rb[1:17:2:1]                | passed | 1.09 seconds    |
./spec/models/property_spec.rb[1:17:3:1]                | passed | 0.9746 seconds  |
./spec/models/property_spec.rb[1:17:4:1]                | passed | 1.05 seconds    |
./spec/models/property_spec.rb[1:18:1]                  | passed | 0.62756 seconds |
./spec/models/property_spec.rb[1:18:2]                  | passed | 1.1 seconds     |
./spec/models/property_spec.rb[1:18:3]                  | passed | 0.66982 seconds |
./spec/models/property_spec.rb[1:18:4]                  | passed | 0.6956 seconds  |
./spec/models/property_spec.rb[1:19:1:1]                | passed | 0.60847 seconds |
./spec/models/property_spec.rb[1:19:2:1]                | passed | 0.70234 seconds |
./spec/models/property_spec.rb[1:19:3:1]                | passed | 0.63775 seconds |
./spec/models/property_spec.rb[1:19:3:2]                | passed | 0.67835 seconds |
./spec/models/property_spec.rb[1:20:1:1]                | passed | 0.64012 seconds |
./spec/models/property_spec.rb[1:20:2:1]                | passed | 0.60337 seconds |
./spec/models/property_spec.rb[1:20:3:1]                | passed | 0.7397 seconds  |
./spec/models/property_spec.rb[1:20:4:1]                | passed | 0.73975 seconds |
./spec/models/property_spec.rb[1:21:1]                  | passed | 0.98977 seconds |
./spec/models/property_spec.rb[1:21:2:1]                | passed | 0.94824 seconds |
./spec/models/property_spec.rb[1:21:3:1]                | passed | 1.02 seconds    |
./spec/models/property_spec.rb[1:22:1]                  | passed | 0.88907 seconds |
./spec/models/property_spec.rb[1:22:2:1]                | passed | 0.47905 seconds |
./spec/models/property_spec.rb[1:22:3:1]                | passed | 0.65275 seconds |
./spec/models/property_spec.rb[1:23:1]                  | passed | 0.76003 seconds |
./spec/models/property_spec.rb[1:23:2]                  | passed | 0.74172 seconds |
./spec/models/property_spec.rb[1:24:1]                  | passed | 0.63831 seconds |
./spec/models/property_spec.rb[1:24:2]                  | passed | 0.84307 seconds |
./spec/models/property_spec.rb[1:24:3]                  | passed | 0.70034 seconds |
./spec/models/property_spec.rb[1:24:4]                  | passed | 0.73697 seconds |
./spec/models/property_spec.rb[1:24:5]                  | passed | 0.65862 seconds |
./spec/models/property_spec.rb[1:25:1:1]                | passed | 0.62532 seconds |
./spec/models/property_spec.rb[1:25:2:1]                | passed | 0.63965 seconds |
./spec/models/property_spec.rb[1:25:2:2]                | passed | 0.77006 seconds |
./spec/models/property_spec.rb[1:25:2:3]                | passed | 0.80744 seconds |
./spec/models/property_spec.rb[1:26:1]                  | passed | 0.72822 seconds |
./spec/models/property_spec.rb[1:26:2]                  | passed | 0.81385 seconds |
./spec/models/property_spec.rb[1:27:1]                  | passed | 0.75014 seconds |
./spec/models/property_spec.rb[1:27:2:1]                | passed | 0.86448 seconds |
./spec/models/property_spec.rb[1:27:3:1]                | passed | 0.85102 seconds |
./spec/models/property_spec.rb[1:27:4:1]                | passed | 0.79907 seconds |
./spec/models/property_spec.rb[1:28:1]                  | passed | 0.572 seconds   |
./spec/models/property_spec.rb[1:28:2]                  | passed | 0.69424 seconds |
./spec/models/property_spec.rb[1:28:3]                  | passed | 0.51836 seconds |
./spec/models/property_spec.rb[1:28:4]                  | passed | 0.56427 seconds |
./spec/models/property_spec.rb[1:29:1:1]                | passed | 0.7583 seconds  |
./spec/models/property_spec.rb[1:29:2:1]                | passed | 0.88824 seconds |
./spec/models/property_spec.rb[1:29:3:1]                | passed | 0.73207 seconds |
./spec/models/property_spec.rb[1:29:3:2]                | passed | 0.84355 seconds |
./spec/models/property_spec.rb[1:30:1:1]                | passed | 0.74315 seconds |
./spec/models/property_spec.rb[1:30:2:1]                | passed | 0.58884 seconds |
./spec/models/skill_spec.rb[1:1:1]                      | passed | 0.25456 seconds |
./spec/models/skill_spec.rb[1:2:1]                      | passed | 0.08688 seconds |
./spec/models/skill_spec.rb[1:2:2]                      | passed | 0.08368 seconds |
./spec/models/skill_spec.rb[1:3]                        | passed | 0.19387 seconds |
./spec/models/skill_task_spec.rb[1:1:1]                 | passed | 0.52607 seconds |
./spec/models/skill_task_spec.rb[1:2]                   | passed | 0.45155 seconds |
./spec/models/skill_user_spec.rb[1:1:1]                 | passed | 0.21334 seconds |
./spec/models/skill_user_spec.rb[1:2]                   | passed | 6.1 seconds     |
./spec/models/skill_user_spec.rb[1:3:1]                 | passed | 0.3113 seconds  |
./spec/models/task_spec.rb[1:1:1:1]                     | passed | 0.74719 seconds |
./spec/models/task_spec.rb[1:1:2:1]                     | passed | 0.91512 seconds |
./spec/models/task_spec.rb[1:2:1]                       | passed | 0.84262 seconds |
./spec/models/task_spec.rb[1:3:1]                       | passed | 1.54 seconds    |
./spec/models/task_spec.rb[1:3:2]                       | passed | 0.63127 seconds |
./spec/models/task_spec.rb[1:3:3]                       | passed | 0.63844 seconds |
